CRN,M Start Time,M End Time,T Start Time,T End Time,W Start Time,W End Time,R Start Time,R End Time,F Start Time,F End Time,Course Code
17382,,,820,900,,,820,900,,,CHI 050
17382,,,,,1030,1080,,,,,CHI 050
17383,,,,,970,1020,,,,,CHI 050
17383,,,820,900,,,820,900,,,CHI 050
17384,,,,,1090,1140,,,,,CHI 050
17384,,,820,900,,,820,900,,,CHI 050
@,,,,,,,,,,,CHI 092
@,,,,,,,,,,,CHI 098
@,,,,,,,,,,,CHI 099
17413,,,540,620,,,540,620,,,CHI 100
44878,600,710,,,600,710,,,,,CHI 111
17415,,,540,620,,,540,620,,,CHI 113
17416,730,840,,,730,840,,,,,CHI 122
44887,,,1000,1080,,,1000,1080,,,CHI 125S
44883,,,910,990,,,910,990,,,CHI 130
44882,1000,1080,,,1000,1080,,,,,CHI 132
44885,,,1090,1170,,,1090,1170,,,CHI 140A
44881,,,730,810,,,730,810,,,CHI 148
44884,,,730,810,,,730,810,,,CHI 150
17418,970,1080,,,970,1080,,,,,CHI 155
17419,,,,,910,1140,,,,,CHI 160
17419,,,,,,,,,,,CHI 160
17420,,,,,,,910,1080,,,CHI 161
17420,,,,,,,,,,,CHI 161
44879,600,710,,,600,710,,,,,CHI 170
17421,,,540,710,,,540,710,,,CHI 172
17421,,,,,,,,,,,CHI 172
17423,,,630,710,,,630,710,,,CHI 184
@,,,,,,,,,,,CHI 192
@,,,,,,,,,,,CHI 194HA
@,,,,,,,,,,,CHI 194HA
@,,,,,,,,,,,CHI 194HB
@,,,,,,,,,,,CHI 194HC
@,,,,,,,,,,,CHI 198
@,,,,,,,,,,,CHI 199
@,,,,,,,,,,,CHI 298
@,,,,,,,,,,,CHI 299
@,,,,,,,,,,,CHI 396
17484,480,530,480,530,480,530,480,530,480,530,CHN 001
17485,540,590,540,590,540,590,540,590,540,590,CHN 001
17486,660,710,660,710,660,710,660,710,660,710,CHN 001
17487,790,840,790,840,790,840,790,840,790,840,CHN 002
17489,600,650,600,650,600,650,600,650,600,650,CHN 002
17490,660,710,660,710,660,710,660,710,660,710,CHN 002
17491,480,530,480,530,480,530,480,530,480,530,CHN 002BL
17492,480,530,480,530,480,530,480,530,480,530,CHN 003
17493,660,710,660,710,660,710,660,710,660,710,CHN 004
17494,660,710,660,710,660,710,660,710,660,710,CHN 005
44955,730,780,730,780,730,780,730,780,730,780,CHN 005
@,,,,,,,,,,,CHN 098
@,,,,,,,,,,,CHN 099
44436,,,910,990,,,910,990,,,CHN 101
44436,,,1090,1260,,,,,,,CHN 101
44450,940,960,,,940,960,,,,,CHN 110
44450,850,930,,,850,930,,,,,CHN 110
17521,600,650,,,600,650,600,650,,,CHN 112
17521,,,600,650,,,,,,,CHN 112
17522,660,710,,,660,710,660,710,,,CHN 112
17522,,,660,710,,,,,,,CHN 112
17523,600,680,,,600,680,,,,,CHN 115
17523,690,710,,,690,710,,,,,CHN 115
17524,,,940,960,,,940,960,,,CHN 120
17524,,,850,930,,,850,930,,,CHN 120
17525,850,930,,,850,930,,,,,CHN 120
17525,940,960,,,940,960,,,,,CHN 120
44451,970,1050,,,970,1050,,,,,CHN 130
44451,1060,1080,,,1060,1080,,,,,CHN 130
17526,,,970,1080,,,970,1080,,,CHN 150
17527,,,730,840,,,730,840,,,CHN 160
@,,,,,,,,,,,CHN 192
@,,,,,,,,,,,CHN 197T
@,,,,,,,,,,,CHN 198
@,,,,,,,,,,,CHN 199
@,,,,,,,,,,,CHN 299
@,,,,,,,,,,,CHN 396
18571,,,1000,1080,,,1000,1080,,,CTS 012
18571,,,,,,,,,,,CTS 012
44600,850,930,,,850,930,,,,,CTS 116
44600,,,,,,,,,850,1020,CTS 116
18577,,,910,990,,,910,990,,,CTS 147A
18577,,,1090,1260,,,,,,,CTS 147A
44601,910,960,,,,,,,,,CTS 172
44601,,,910,990,,,910,990,,,CTS 172
44602,,,910,990,,,910,990,,,CTS 172
44602,970,1020,,,,,,,,,CTS 172
44603,,,910,990,,,910,990,,,CTS 172
44603,1030,1080,,,,,,,,,CTS 172
44604,,,910,990,,,910,990,,,CTS 172
44604,1090,1140,,,,,,,,,CTS 172
44605,,,,,,,,,600,650,CTS 172
44605,,,910,990,,,910,990,,,CTS 172
44606,,,,,,,,,660,710,CTS 172
44606,,,910,990,,,910,990,,,CTS 172
44607,,,,,,,,,730,780,CTS 172
44607,,,910,990,,,910,990,,,CTS 172
44608,,,,,,,,,790,840,CTS 172
44608,,,910,990,,,910,990,,,CTS 172
45372,660,710,,,660,710,,,,,CDM 001
45372,,,,,,,,,730,780,CDM 001
45372,1030,1200,,,,,,,,,CDM 001
45373,660,710,,,660,710,,,,,CDM 001
45373,,,,,,,,,790,840,CDM 001
45373,1030,1200,,,,,,,,,CDM 001
45374,660,710,,,660,710,,,,,CDM 001
45374,,,,,970,1020,,,,,CDM 001
45374,1030,1200,,,,,,,,,CDM 001
45375,660,710,,,660,710,,,,,CDM 001
45375,1030,1200,,,,,,,,,CDM 001
45375,,,,,1030,1080,,,,,CDM 001
45376,660,710,,,660,710,,,,,CDM 001
45376,,,,,,,910,960,,,CDM 001
45376,1030,1200,,,,,,,,,CDM 001
45377,660,710,,,660,710,,,,,CDM 001
45377,,,,,,,970,1020,,,CDM 001
45377,1030,1200,,,,,,,,,CDM 001
45378,1030,1200,,,,,,,,,CDM 001
45378,,,,,,,,,660,710,CDM 001
45378,660,710,,,660,710,,,,,CDM 001
45379,1030,1200,,,,,,,,,CDM 001
45379,,,,,,,,,730,780,CDM 001
45379,660,710,,,660,710,,,,,CDM 001
44597,,,850,900,,,850,900,,,CDM 041A
44597,,,1090,1271,,,,,,,CDM 041A
44597,,,,,,,,,540,590,CDM 041A
44876,,,,,,,,,600,650,CDM 041A
44876,,,850,900,,,850,900,,,CDM 041A
44876,,,1090,1260,,,,,,,CDM 041A
45370,,,,,1030,1200,,,,,CDM 041B
45370,910,960,,,910,960,,,,,CDM 041B
45370,,,,,,,,,660,710,CDM 041B
45371,910,960,,,910,960,,,,,CDM 041B
45371,,,,,1030,1200,,,,,CDM 041B
45371,,,,,,,,,730,780,CDM 041B
44598,1380,830,,,,,,,,,CDM 105
44598,,,,,1380,830,,,,,CDM 105
44609,910,1080,,,,,,,,,CDM 107
44609,,,,,910,1080,,,,,CDM 107
15993,,,,,,,1320,770,,,CDM 130
15993,,,1320,770,,,,,,,CDM 130
44599,,,,,,,540,710,,,CDM 136
44599,,,540,710,,,,,,,CDM 136
15994,,,,,730,900,,,,,CDM 163
15994,730,900,,,,,,,,,CDM 163
@,,,,,,,,,,,CDM 192
@,,,,,,,,,,,CDM 198
@,,,1090,1260,,,1090,1260,,,CDM 198
@,,,,,,,730,900,,,CDM 198
@,,,,,,,,,,,CDM 199
@,,,,,,,,,,,CDM 396
44360,,,,,,,850,900,,,CLA 004
44360,,,730,810,,,730,810,,,CLA 004
44361,,,730,810,,,730,810,,,CLA 004
44361,,,,,,,850,900,,,CLA 004
44362,,,730,810,,,730,810,,,CLA 004
44362,,,,,,,910,960,,,CLA 004
44363,,,730,810,,,730,810,,,CLA 004
44363,,,,,,,910,960,,,CLA 004
17583,660,710,,,660,710,,,660,710,CLA 010
17585,970,1020,,,970,1020,,,970,1020,CLA 030
@,,,,,,,,,,,CLA 098
44364,600,650,,,600,650,,,600,650,CLA 141
44439,,,820,900,,,820,900,,,CLA 173
44365,730,780,,,730,780,,,730,780,CLA 174
44366,,,630,710,,,630,710,,,CLA 190
@,,,,,,,,,,,CLA 194HA
@,,,,,,,,,,,CLA 194HA
@,,,,,,,,,,,CLA 194HB
@,,,,,,,,,,,CLA 194HB
@,,,,,,,,,,,CLA 197TC
@,,,,,,,,,,,CLA 198
@,,,,,,,,,,,CLA 199
44367,,,,,,,540,710,,,CLA 200A
@,,,,,,,,,,,CLA 299
@,,,,,,,,,,,CLH 203
@,,,,,,,,,,,CLH 203
@,,,,,,,,,,,CLH 203
@,,,,,,,,,,,CLH 204
@,,,,,,,,,,,CLH 209
@,,,,,,,,,,,CLH 211
@,,,,,,,,,,,CLH 222
@,,,,,,,820,930,,,CLH 230
@,,,,,,,820,930,,,CLH 230
@,,,,,,,,,,,CLH 240
@,,,,,,,,,,,CLH 240
@,600,710,,,600,710,,,,,CLH 245
@,,,480,600,,,480,600,,,CLH 245
@,,,,,,,,,,,CLH 290A
@,,,,,,,,,,,CLH 290A
@,,,,,,,,,,,CLH 290B
@,,,,,,,,,,,CLH 290C
@,,,,,,,,,,,CLH 298
@,,,,,,,,,,,CLH 299
16039,,,730,810,,,730,810,,,CGS 001
16039,,,,,,,1090,1140,,,CGS 001
16040,,,730,810,,,730,810,,,CGS 001
16040,,,,,,,1150,1200,,,CGS 001
16041,,,730,810,,,730,810,,,CGS 001
16041,,,,,,,,,730,780,CGS 001
16042,,,730,810,,,730,810,,,CGS 001
16042,,,,,,,,,790,840,CGS 001
@,,,,,,,,,,,CGS 199
17679,,,970,1020,,,970,1020,,,CMN 001
17679,1090,1200,,,,,,,,,CMN 001
17680,,,540,590,,,540,590,,,CMN 001
17680,1090,1200,,,,,,,,,CMN 001
17681,1090,1200,,,,,,,,,CMN 001
17681,,,,,,,480,530,480,530,CMN 001
17682,1090,1200,,,,,,,,,CMN 001
17682,,,1030,1080,,,1030,1080,,,CMN 001
17683,,,,,480,530,,,480,530,CMN 001
17683,1090,1200,,,,,,,,,CMN 001
17684,,,,,540,590,,,540,590,CMN 001
17684,1090,1200,,,,,,,,,CMN 001
17685,,,970,1020,,,970,1020,,,CMN 001
17685,1090,1200,,,,,,,,,CMN 001
17686,,,,,540,590,,,540,590,CMN 001
17686,1090,1200,,,,,,,,,CMN 001
17687,,,540,590,,,540,590,,,CMN 001
17687,1090,1200,,,,,,,,,CMN 001
17688,,,1030,1080,,,1030,1080,,,CMN 001
17688,1090,1200,,,,,,,,,CMN 001
17689,,,,,970,1020,,,970,1020,CMN 001
17689,1090,1200,,,,,,,,,CMN 001
17690,,,,,970,1020,,,970,1020,CMN 001
17690,1090,1200,,,,,,,,,CMN 001
17691,,,,,600,650,,,600,650,CMN 001
17691,1090,1200,,,,,,,,,CMN 001
17692,1090,1200,,,,,,,,,CMN 001
17692,,,,,730,780,,,730,780,CMN 001
17693,,,,,910,960,,,910,960,CMN 001
17693,1090,1200,,,,,,,,,CMN 001
17694,1090,1200,,,,,,,,,CMN 001
17694,,,1150,1200,,,1150,1200,,,CMN 001
17695,1090,1200,,,,,,,,,CMN 001
17695,,,,,1090,1140,1090,1140,,,CMN 001
17696,1090,1200,,,,,,,,,CMN 001
17696,,,1090,1140,1090,1140,,,,,CMN 001
17697,,,,,,,,,,,CMN 003V
17697,,,,,,,,,,,CMN 003V
17698,,,,,,,,,,,CMN 003V
17698,,,,,,,,,,,CMN 003V
17699,,,,,,,,,,,CMN 003V
17699,,,,,,,,,,,CMN 003V
17700,,,,,,,,,,,CMN 003V
17700,,,,,,,,,,,CMN 003V
17701,,,,,,,,,,,CMN 003V
17701,,,,,,,,,,,CMN 003V
17702,,,,,,,,,,,CMN 003V
17702,,,,,,,,,,,CMN 003V
17703,,,,,,,,,,,CMN 003V
17703,,,,,,,,,,,CMN 003V
17704,,,,,,,,,,,CMN 003V
17704,,,,,,,,,,,CMN 003V
17705,,,,,,,,,,,CMN 003V
17705,,,,,,,,,,,CMN 003V
17706,,,,,,,,,,,CMN 003V
17706,,,,,,,,,,,CMN 003V
17707,,,,,,,,,,,CMN 003V
17707,,,,,,,,,,,CMN 003V
17708,,,,,,,,,,,CMN 003V
17708,,,,,,,,,,,CMN 003V
17710,,,,,,,,,,,CMN 010V
17710,,,,,,,,,,,CMN 010V
17711,,,,,,,,,,,CMN 010V
17711,,,,,,,,,,,CMN 010V
17712,,,,,,,,,,,CMN 010V
17712,,,,,,,,,,,CMN 010V
17713,,,,,,,,,,,CMN 010V
17713,,,,,,,,,,,CMN 010V
17714,,,,,,,,,,,CMN 010V
17714,,,,,,,,,,,CMN 010V
17715,,,,,,,,,,,CMN 010V
17715,,,,,,,,,,,CMN 010V
45227,,,,,,,,,600,710,CMN 012Y
45227,,,480,560,,,,,,,CMN 012Y
45231,,,1090,1170,,,,,,,CMN 012Y
45231,,,,,,,,,600,710,CMN 012Y
45235,,,,,,,,,600,710,CMN 012Y
45235,,,,,,,480,560,,,CMN 012Y
45239,,,,,,,,,600,710,CMN 012Y
45239,,,,,,,1150,1230,,,CMN 012Y
44573,,,910,990,,,910,990,,,CMN 101
44573,,,,,660,710,,,,,CMN 101
44574,,,910,990,,,910,990,,,CMN 101
44574,,,,,730,780,,,,,CMN 101
44575,,,,,540,590,,,,,CMN 101
44575,,,910,990,,,910,990,,,CMN 101
44576,,,,,600,650,,,,,CMN 101
44576,,,910,990,,,910,990,,,CMN 101
17749,,,,,,,,,730,780,CMN 102
17749,,,630,710,,,630,710,,,CMN 102
17750,,,,,,,,,790,840,CMN 102
17750,,,630,710,,,630,710,,,CMN 102
17751,,,630,710,,,630,710,,,CMN 102
17751,,,,,,,,,850,900,CMN 102
17752,,,,,,,,,910,960,CMN 102
17752,,,630,710,,,630,710,,,CMN 102
17754,970,1080,,,970,1080,,,,,CMN 112
17755,730,840,,,730,840,,,,,CMN 114
17756,,,,,,,,,,,CMN 120
17756,850,960,,,850,960,,,,,CMN 120
45167,,,,,,,,,,,CMN 120
45167,,,,,,,,,,,CMN 120
45168,,,,,,,,,,,CMN 120
45168,,,,,,,,,,,CMN 120
45169,,,,,,,,,,,CMN 120
45169,,,,,,,,,,,CMN 120
44579,,,,,,,,,730,900,CMN 123
44580,600,710,,,600,710,,,,,CMN 124
44581,600,710,,,600,710,,,,,CMN 131
17762,,,,,,,,,600,650,CMN 140
17762,,,540,620,,,540,620,,,CMN 140
17763,,,540,620,,,540,620,,,CMN 140
17763,,,,,,,,,660,710,CMN 140
17764,,,540,620,,,540,620,,,CMN 140
17764,,,,,,,,,790,840,CMN 140
17765,,,,,,,,,730,780,CMN 140
17765,,,540,620,,,540,620,,,CMN 140
17766,,,850,960,,,850,960,,,CMN 141
44583,730,840,,,730,840,,,,,CMN 142
44585,,,910,990,,,910,990,,,CMN 144
45243,,,540,620,,,540,620,,,CMN 145
44587,,,600,710,,,600,710,,,CMN 146
17769,850,960,,,850,960,,,,,CMN 147
17770,1030,1260,,,,,,,,,CMN 148
17775,600,710,,,600,710,,,,,CMN 165
17776,,,,,,,,,,,CMN 170V
17776,,,,,,,,,,,CMN 170V
17778,600,710,,,600,710,,,,,CMN 174
45166,,,,,,,,,,,CMN 176V
45166,,,,,,,,,,,CMN 176V
@,,,,,,,,,,,CMN 192
@,,,,,,,,,,,CMN 194H
@,,,,,,,,,,,CMN 197T
@,,,,,,,,,,,CMN 198
@,,,,,,,,,,,CMN 199
17902,790,1020,,,,,,,,,CMN 202
44589,,,,,,,850,1080,,,CMN 212
44639,600,710,,,,,,,600,710,CMN 213
44591,,,850,1080,,,,,,,CMN 220
44592,,,,,790,960,,,,,CMN 234
44593,,,600,710,,,,,,,CMN 251Y
44593,,,,,,,,,,,CMN 251Y
@,,,,,,,,,,,CMN 298
@,,,,,,,,,,,CMN 299
@,,,,,,,,,,,CMN 299R
@,,,,,,,,,,,CMN 396
18293,,,,,1030,1080,,,,,CRD 001
18293,850,930,,,850,930,,,,,CRD 001
18294,,,,,1090,1140,,,,,CRD 001
18294,850,930,,,850,930,,,,,CRD 001
18295,,,,,1150,1200,,,,,CRD 001
18295,850,930,,,850,930,,,,,CRD 001
18296,,,,,,,1030,1080,,,CRD 001
18296,850,930,,,850,930,,,,,CRD 001
18297,,,,,,,1090,1140,,,CRD 001
18297,850,930,,,850,930,,,,,CRD 001
18298,,,,,,,1150,1200,,,CRD 001
18298,850,930,,,850,930,,,,,CRD 001
18338,,,850,960,,,850,960,,,CRD 141
18338,,,,,,,,,,,CRD 141
18340,,,730,840,,,730,840,,,CRD 150
18340,,,,,,,,,540,650,CRD 150
18341,,,,,,,,,660,710,CRD 150
18341,,,730,840,,,730,840,,,CRD 150
18342,,,600,710,,,600,710,,,CRD 157
44707,730,840,,,730,840,,,,,CRD 162
44707,910,960,,,,,,,,,CRD 162
44708,970,1020,,,,,,,,,CRD 162
44708,730,840,,,730,840,,,,,CRD 162
18343,850,960,,,850,960,,,,,CRD 180
44709,,,970,1080,,,970,1080,,,CRD 230
18399,,,,,600,710,,,,,CRD 260
18400,,,,,730,780,,,,,CRD 290
18023,,,600,710,,,600,710,,,COM 001
18024,850,960,,,850,960,,,,,COM 001
18025,,,970,1080,,,970,1080,,,COM 001
18026,600,710,,,600,710,,,,,COM 002
18027,,,970,1080,,,970,1080,,,COM 002
18028,730,840,,,730,840,,,,,COM 003
18029,,,600,710,,,600,710,,,COM 003
18030,970,1080,,,970,1080,,,,,COM 004
18031,,,600,710,,,600,710,,,COM 004
18032,,,730,840,,,730,840,,,COM 004
18033,730,840,,,730,840,,,,,COM 004
45189,,,,,1030,1080,,,,,COM 006
45189,,,820,900,,,820,900,,,COM 006
45190,,,,,1090,1140,,,,,COM 006
45190,,,820,900,,,820,900,,,COM 006
45191,,,,,,,1090,1140,,,COM 006
45191,,,820,900,,,820,900,,,COM 006
45192,,,,,,,1150,1200,,,COM 006
45192,,,820,900,,,820,900,,,COM 006
45193,,,820,900,,,820,900,,,COM 006
45193,,,,,,,,,540,590,COM 006
45194,,,820,900,,,820,900,,,COM 006
45194,,,,,,,,,600,650,COM 006
18040,,,730,810,,,730,810,,,COM 007
18040,,,,,1090,1140,,,,,COM 007
18041,,,,,1030,1080,,,,,COM 007
18041,,,730,810,,,730,810,,,COM 007
18042,,,,,,,1030,1080,,,COM 007
18042,,,730,810,,,730,810,,,COM 007
18043,,,730,810,,,730,810,,,COM 007
18043,,,,,,,1090,1140,,,COM 007
18044,,,730,810,,,730,810,,,COM 007
18044,,,,,,,,,600,650,COM 007
18045,,,730,810,,,730,810,,,COM 007
18045,,,,,,,,,660,710,COM 007
@,,,,,,,,,,,COM 098
@,,,,,,,,,,,COM 099
44444,,,630,710,,,630,710,,,COM 100
44444,,,,,1030,1200,,,,,COM 100
44445,600,650,,,600,650,,,600,650,COM 139
44446,,,730,810,,,730,810,,,COM 141
44448,660,710,,,660,710,,,660,710,COM 151
44449,,,820,900,,,820,900,,,COM 180
@,,,,,,,,,,,COM 194H
@,,,,,,,,,,,COM 197T
@,,,,,,,,,,,COM 198
@,,,,,,,,,,,COM 199
18092,,,,,970,1140,,,,,COM 210
18093,,,,,,,850,1020,,,COM 210
@,,,,,,,,,,,COM 250A
@,,,,,,,,,,,COM 250B
@,,,,,,,,,,,COM 250C
@,,,,,,,,,,,COM 250C
@,,,,,,,,,,,COM 250D
45183,,,850,1020,,,,,,,COM 255
@,,,,,,,,,,,COM 297
@,,,,,,,,,,,COM 297
@,,,,,,,,,,,COM 298
@,,,,,,,,,,,COM 298
@,,,,,,,,,,,COM 299
@,,,,,,,,,,,COM 299D
@,,,,,,,,,,,COM 390
@,,,,,,,,,,,COM 396
@,,,,,,,,,,,CNS 092
@,,,,,,,,,,,CNS 192
@,,,,,,,,,,,CNS 198
@,,,,,,,,,,,CNS 199
@,,,,,,,,,,,CNS 299
45108,,,730,810,,,730,810,,,CRI 101
44806,,,,,730,900,,,,,CRI 200A
18473,,,,,910,1080,,,,,CRI 200B
18489,,,1320,780,,,,,,,CST 200B
45170,,,910,1080,,,,,,,CST 204
44403,,,,,970,1140,,,,,CST 210
18490,910,1080,,,,,,,,,CST 250
@,,,,,,,,,,,CST 270A
@,,,,,,,,,,,CST 270A
@,,,,,,,,,,,CST 270B
@,,,,,,,,,,,CST 270B
@,,,,,,,,,,,CST 270C
@,,,,,,,,,,,CST 270C
18511,,,,,,,970,1080,,,CST 290
@,,,,,,,,,,,CST 298
@,,,,,,,,,,,CST 299
@,,,,,,,,,,,CST 299D
@,,,,,,,,,,,CST 396
18625,,,790,840,,,790,840,,,DES 014
18625,,,850,960,,,850,960,,,DES 014
18626,,,1030,1140,,,1030,1140,,,DES 014
18626,,,970,1020,,,970,1020,,,DES 014
18627,970,1020,,,970,1020,,,,,DES 014
18627,1030,1140,,,1030,1140,,,,,DES 014
18628,,,790,840,,,790,840,,,DES 015
18628,,,850,960,,,850,960,,,DES 015
18629,,,1000,1050,,,1000,1050,,,DES 015
18629,,,1060,1170,,,1060,1170,,,DES 015
18630,540,590,,,540,590,,,,,DES 016
18630,600,710,,,600,710,,,,,DES 016
18631,880,990,,,880,990,,,,,DES 016
18631,820,870,,,820,870,,,,,DES 016
18632,1060,1170,,,1060,1170,,,,,DES 016
18632,1000,1050,,,1000,1050,,,,,DES 016
18633,,,1030,1140,,,1030,1140,,,DES 016
18633,,,970,1020,,,970,1020,,,DES 016
18635,540,590,,,540,590,,,,,DES 021
18635,600,710,,,600,710,,,,,DES 021
18644,850,960,,,850,960,,,,,DES 050
18644,790,840,,,790,840,,,,,DES 050
44396,540,710,,,540,710,,,,,DES 051
18645,,,1030,1140,,,1030,1140,,,DES 077
18645,,,970,1020,,,970,1020,,,DES 077
@,,,,,,,,,,,DES 099
18662,790,960,,,790,960,,,,,DES 111
18663,,,1000,1170,,,1000,1170,,,DES 112
18664,970,1140,,,970,1140,,,,,DES 112
18665,,,540,710,,,540,710,,,DES 113
18666,790,840,,,790,840,,,,,DES 115
18666,850,960,,,850,960,,,,,DES 115
18667,,,790,840,,,790,840,,,DES 115
18667,,,850,960,,,850,960,,,DES 115
18668,540,590,,,540,590,,,,,DES 115
18668,600,710,,,600,710,,,,,DES 115
18669,600,710,,,600,710,,,,,DES 116
18669,540,590,,,540,590,,,,,DES 116
18670,,,910,1020,,,910,1020,,,DES 117
18670,,,850,900,,,850,900,,,DES 117
44523,540,710,,,540,710,,,,,DES 126
18679,,,600,710,,,600,710,,,DES 134B
18679,,,540,590,,,540,590,,,DES 134B
18680,970,1020,,,970,1020,,,,,DES 135A
18680,1030,1140,,,1030,1140,,,,,DES 135A
18682,,,1000,1080,,,1000,1080,,,DES 143
18682,,,,,,,1090,1140,,,DES 143
18683,,,1000,1080,,,1000,1080,,,DES 143
18683,,,,,,,1090,1140,,,DES 143
18684,,,1000,1080,,,1000,1080,,,DES 143
18684,,,,,,,1150,1200,,,DES 143
18685,,,,,,,1150,1200,,,DES 143
18685,,,1000,1080,,,1000,1080,,,DES 143
44408,820,990,,,820,990,,,,,DES 150
18692,,,850,900,,,850,900,,,DES 151
18692,,,910,1020,,,910,1020,,,DES 151
18693,,,540,590,,,540,590,,,DES 151
18693,,,600,710,,,600,710,,,DES 151
18694,790,840,,,790,840,,,,,DES 154
18694,850,960,,,850,960,,,,,DES 154
18695,,,540,590,,,540,590,,,DES 155A
18695,,,600,710,,,600,710,,,DES 155A
18696,,,540,710,,,540,710,,,DES 157
44981,,,1030,1200,,,1030,1200,,,DES 157
18698,790,960,,,790,960,,,,,DES 161
44409,,,790,960,,,790,960,,,DES 167
45286,540,710,,,540,710,,,,,DES 175
18701,850,960,,,850,960,,,,,DES 179
18701,790,840,,,790,840,,,,,DES 179
18702,,,850,960,,,850,960,,,DES 180B
18702,,,790,840,,,790,840,,,DES 180B
44410,,,600,710,,,600,710,,,DES 185
44410,,,540,590,,,540,590,,,DES 185
@,1000,1170,,,1000,1170,,,,,DES 191B
@,,,,,,,,,,,DES 192
@,,,,,,,,,,,DES 197T
@,,,,,,,,,,,DES 198
@,,,,,,,,,,,DES 199
18871,,,,,,,,,850,1020,DES 222
@,,,,,,,,,,,DES 290
18879,540,710,,,540,710,,,,,DES 290
@,,,,,,,,,,,DES 292
@,,,,,,,,,,,DES 298
@,,,,,,,,,,,DES 299
@,,,,,,,,,,,DES 299D
@,,,,,,,,,,,DES 396
19016,480,590,,,480,590,,,,,DRA 010
19017,480,590,,,480,590,,,,,DRA 010
19018,480,590,,,480,590,,,,,DRA 010
19019,,,480,590,,,480,590,,,DRA 010
19020,,,480,590,,,480,590,,,DRA 010
19021,,,810,840,,,810,840,,,DRA 014
19021,,,730,800,,,730,800,,,DRA 014
19024,,,790,840,,,790,840,,,DRA 021A
19024,,,850,960,,,850,960,,,DRA 021A
@,,,,,,,,,,,DRA 030
19048,850,960,,,850,960,,,,,DRA 040A
19049,730,840,,,730,840,,,,,DRA 040B
19050,,,600,710,,,600,710,,,DRA 042A
19051,,,850,960,,,850,960,,,DRA 042A
19052,,,730,840,,,730,840,,,DRA 042B
45132,,,850,960,,,850,960,,,DRA 055
@,,,,,,,,,,,DRA 098
@,,,,,,,,,,,DRA 099
@,730,840,,,730,840,,,,,DRA 111
44482,,,,,,,,,850,1020,DRA 116
44482,850,930,,,850,930,,,,,DRA 116
45356,,,850,960,,,850,960,,,DRA 126A
19096,,,,,,,,,,,DRA 130
19096,790,900,,,790,900,,,,,DRA 130
19097,730,840,,,730,840,,,,,DRA 142
19098,970,1140,,,970,1140,,,,,DRA 145
19099,600,710,,,600,710,,,600,710,DRA 146A
44483,,,600,710,,,600,710,,,DRA 155
45392,600,710,,,600,710,,,,,DRA 158
44484,,,730,840,,,730,840,,,DRA 160A
44852,910,1080,,,,,,,,,DRA 174
44852,,,,,910,1080,,,,,DRA 174
19100,,,910,1080,,,,,,,DRA 175
19100,,,,,,,910,1080,,,DRA 175
@,,,,,,,,,,,DRA 180
@,,,,,,,,,,,DRA 180A
@,,,,,,,,,,,DRA 180B
@,,,,,,,,,,,DRA 180C
@,,,,,,,,,,,DRA 180D
@,,,,,,,,,,,DRA 180E
@,,,,,,,,,,,DRA 180F
@,,,,,,,,,,,DRA 180G
45415,,,600,710,,,600,710,,,DRA 185B
@,,,,,,,,,,,DRA 192
@,,,,,,,,,,,DRA 194HA
@,,,,,,,,,,,DRA 194HB
19203,,,,,790,840,,,,,DRA 195
19203,,,,,,,,,,,DRA 195
@,,,,,,,,,,,DRA 197T
@,,,,,,,,,,,DRA 198
@,,,,,,,,,,,DRA 199
44488,,,790,960,,,790,960,,,DRA 253
@,,,,,,,,,,,DRA 280
@,,,,,,,,,,,DRA 298
@,,,,,,,,,,,DRA 299
@,,,,,,,,,,,DRA 299D
@,,,,,,,,,,,DRA 396
19537,,,,,,,540,590,,,EAS 088
19537,,,820,900,,,820,900,,,EAS 088
19538,,,,,,,600,650,,,EAS 088
19538,,,820,900,,,820,900,,,EAS 088
19539,,,,,,,660,710,,,EAS 088
19539,,,820,900,,,820,900,,,EAS 088
44722,,,,,,,730,780,,,EAS 088
44722,,,820,900,,,820,900,,,EAS 088
@,,,,,,,,,,,EAS 192
@,,,,,,,,,,,EAS 194H
@,,,,,,,,,,,EAS 196A
@,,,,,,,,,,,EAS 196A
@,,,,,,,,,,,EAS 198
20850,600,710,,,600,710,,,,,ECL 200BN
20850,,,,,730,780,,,,,ECL 200BN
20851,,,,,790,840,,,,,ECL 200BN
20851,600,710,,,600,710,,,,,ECL 200BN
20852,,,,,910,960,,,,,ECL 200BN
20852,600,710,,,600,710,,,,,ECL 200BN
20853,850,900,,,850,900,,,,,ECL 205
20853,910,960,,,910,960,,,,,ECL 205
20854,,,,,,,790,960,,,ECL 216
20855,,,,,,,,,,,ECL 243
20855,940,1020,,,940,1020,,,,,ECL 243
@,,,,,,,,,,,ECL 271
@,,,,,,,,,,,ECL 290
20931,,,,,,,970,1050,,,ECL 296
@,,,,,,,,,,,ECL 297T
@,,,,,,,,,,,ECL 298
@,,,,,,,,,,,ECL 299
21000,,,,,,,,,,,ECN 001AV
21000,,,,,,,,,,,ECN 001AV
21001,480,530,,,480,530,,,480,530,ECN 001B
21001,,,1030,1080,,,,,,,ECN 001B
21002,480,530,,,480,530,,,480,530,ECN 001B
21002,,,1090,1140,,,,,,,ECN 001B
21003,480,530,,,480,530,,,480,530,ECN 001B
21003,,,1150,1200,,,,,,,ECN 001B
